ID,Text,Star
569916,"Get rid of the tabs! Looks like the people at Google who design the GUI for the Chrome browser have never heard the saying, ""If it ain't broke don't fix it."" I was just fine with a list of tabs to flip through like it used to be up till a few days ago. I don't need mini views of each open page to remind me what I've been doing - I'm not an idiot - and I definitely don't need a piece of my screen real estate taken over to show me what tabs belong to the group. This is a ""feature"" no one needs.",1
569935,Nice app,1
588819,I couldn't able to update my chrome from past 1 year.. please help,1
588822,Can't even update it what a lol kind of app!!,1
588839,Cant believe that I cannot change the way for creating a new tab. I want to use the old version because it is easy to open website in a new tab than this current version. poor App and now I cant stand anymore. Bye google chrome.,1
588856,I am not able to update chrome. I don't know what's the reason. I what to do. Please reply.,1
588866,My chrome is not getting updated. When I try to update it is cancel automatically. Hope this will get fixed for me.,1
588888,Help,1
588892,Wont even install. Has been trying to install for days and continuously freezes. Pretty dissapointing.,1
611816,Please add dark mode like samsung browser,1
611850,No vry nice 🙄,1
611859,Ok,1
611860,"It was fine until the last update, it takes forever to load",1
611862,"How to disable tab groups: Open Chrome Type, ""chrome://flags/"" Search, ""Tab Groups"" Disable results. Profit.",1
611877,Awesome,1
620144,This version is not getting updated on this Honor 10 device.,1
620158,Nice,1
620159,"The recent update made it rubbish, I switched to another browser , but still have chrome in mobile either fix it or users like me will uninstall it",1
620168,Chrome is not update option so please tell me,1
642243,It worked great but for some reason there are days it completely crashes and I can't use it! So i have to use other browser apps that don't have any of my bookmarks and tabs that were opened when chrome was working!,1
642244,"I can't update the app , I click on update button then pending and loading sign appears then it automatically cancelled the update. Kindly resolve this problem.",1
642250,Need improvement,1
642273,Nice,1
642338,"I specifically remember asking Google for help due to my information being stolen and I asked for a"" security key "" I ended up using the one that is built in to the phone, however when I had to factory so now I cannot get it to my Google account and reset it, I guess I reset the security key too ALL OF MY PERSONAL DATA AND INFORMATION IS IN THE ACCOUNT,, MY NAME AND SOCIAL SECURITY NUMBER ARE FLAGGED FOR IDENTITY THEFT, I'M SAYING THAT I WILL File a claim against Google ,",1
656066,Never had a problem with this app unitl recently. Not working properly and I can not update this app. 😔😔😔,1
656080,The app was working great until this recent update. It gets crashing nd the screen stops working in between while using this app. Google should look into it and resolve this ASAP. Not expected this kind of update from Google,1
659655,Good,1
659656,Good app,1
659661,Its good,1
659680,Im not able to update chrome on my mobile please fix the issue,1
684939,No good its not updated,1
684983,"Chrome is good, I trust this update will make it better.",1
